17104013	16146261	15146301	15146185
17104055	16146547	16104089	15146130
17143238	16146567	16104062	15146210
17143205	16146606	16104104	15146128
17143270	16146309	16104063	15146164
17143196	16104042	16143312	15146249
17143260	16104103	16143326	15146290
17143241	16143191	16143270	15146247
17144289	16143340	16143284	15146285
17144201	16146473	16143198	15143171
17144307	16146530	16143211	15143194
17144227	17104011	16143240	15146223
17144220	17104019	16144279	15146301
17144195	17104055	16144336	16104089
17144280	17143205	16144405	16104043
17144256	17143170	16144320	16104104
17144285	17143193	16144362	16104033
17146275	17143238	16144418	16143285
17146284	17143180	16144331	16143323
17146272	17143259	16144259	16143326
17146318	17144227	16144316	16143272
17146316	17144258	16144415	16143308
17146234	17144265	16144402	16143202
17146250	17144295	16146415	16143240
17153044	17144296	16146360	16144323
17153005	17144251	16146402	16144336
17153052	17144256	16146403	16144352
17104038	17144264	16146439	16144405
17104058	17144281	16146582	16144413
17143225	17144285	16146289	16144281
17143262	17146234	16146309	16144320
17146289	17146258	16146448	16144337
17146295	17146316	16104054	16144259
18104057	17146318	16104103	16144307
18104016	17146252	16143183	16144301
18104044	17146314	16146363	16144371
18104032	17146272	16146530	16144402
18143338	17146315	17104007	16146292
18143323	17153005	17104013	16146411
18143266	17153052	17104055	16146338
18143231	17153051	17143205	16146546
18143315	17104012	17143211	16146547
18143305	17104018	17143246	16146578
18143274	17143262	17143174	16146567
18143290	17146295	17143238	16146582
18143291	17146352	17143241	16146394
18143320	18104001	17144220	16146448
18143308	18104032	17144228	16104053
18144239	18104016	17144252	16104103
18144267	18104042	17144307	16110431
18144260	18143212	17144265	16143183
18144293	18143294	17144295	16146473
18144269	18143305	17144182	16146530
18144236	18143255	17144281	17104007
18144253	18143266	17144303	17104011
18144212	18143224	17144318	17104019
18146299	18143231	17146234	17143172
18146366	18143289	17146291	17143205
18146386	18143338	17146316	17143246
18146278	18143315	17146347	17143260
18146389	18143323	17146364	17143238
18146368	18143354	17146284	17143241
18146348	18144263	17146314	17144220
18146343	18144267	17146272	17144252
18146380	18144273	17153028	17144233
18146363	18144305	17153044	17144265
18153053	18144253	17153052	17144287
18153054	18144223	17104008	17144295
18153034	18144277	17104012	17144216
19104025	18144286	17143220	17144281
19104026	18146386	17143264	17144195
19104024	18146388	17146269	17144266
19104056	18146293	17146352	17144293
19104028	18146324	18104005	17146234
19134080	18146312	18104003	17146364
19138027	18146299	18104053	17146252
19138023	18146348	18104058	17146268
19138034	18146363	18143327	17146236
19143347	18146366	18143305	17146304
19143233	18146297	18143237	17146284
19143300	18146326	18143258	17146314
19143250	18153001	18143266	17146272
19143215	18153037	18143231	17153005
19143266	18153053	18143285	17153028
19143277	19104056	18143290	17153044
19143330	19104065	18143338	17153052
19143268	19104066	18143315	17104025
19143236	19104025	18143323	17104065
19143240	19104046	18143354	17143220
19144243	19134081	18144262	17143262
19144026	19138020	18144268	17146256
19144237	19138027	18144281	17146322
19144261	19143215	18144278	18104004
19144303	19143241	18144253	18104047
19144252	19143240	18144223	18104049
19144295	19143330	18144236	18104063
19144269	19143336	18144277	18104058
19144292	19143048	18146323	18143327
19146323	19143233	18146386	18143305
19146329	19143348	18146312	18143255
19146070	19143360	18146392	18143258
19146399	19143213	18146394	18143266
19146403	19143266	18146299	18143285
19146331	19143277	18146348	18143289
19146420	19144033	18146278	18143290
19146075	19144232	18146297	18143292
19146355	19144248	18146380	18143338
19146320	19144326	18153037	18143315
19344010	19144026	18153053	18143354
19344025	19144245	18153010	18144262
19344024	19144267	15145210	18144281
16145505	19144243	15145426	18144305
16145573	19144303	15145337	18144244
16145359	19146420	15145341	18144302
16145570	19146403	15145383	18144253
16145558	19146415	15145273	18144233
16145406	19146070	15145323	18144236
16145501	19146385	15145255	18144277
16145402	19146399	15145213	18146386
16145531	19146063	15145433	18146409
16147189	19146323	15147088	18146299
16147165	19146355	15147105	18146343
16147162	19146373	15147137	18146348
16147122	19344009	15145283	18146363
16145333	19344019	15145346	18146278
16145489	19344043	15147074	18146377
16147201	19344025	15147093	18146297
17145365	15145288	16145401	18146326
17145313	15145301	16145430	18146380
17145270	16145364	16145501	18153037
17145335	16145498	16145531	18153053
17145347	16145533	16145582	14147051
17145390	16145325	16145319	14147085
17145329	16145386	16145375	15145233
17145344	16145463	16145560	15145239
17147177	16145468	16145570	15145349
17147172	16145481	16145564	15145209
17147165	16145398	16147149	15145278
17147131	16145518	16147189	15145232
17145290	16147183	16147203	15145247
17145386	16147149	16147165	15145287
17147166	16147189	16145431	15145383
18145487	16147165	16145459	15145251
18145311	16145459	16147197	15145338
18145324	16145538	17145313	15145406
18145335	16147193	17145367	15145355
18145419	16147201	17145365	15145293
18145400	17145313	17145270	15145424
18145469	17145344	17145300	15147086
18145318	17145365	17145347	15147104
18145482	17145300	17145362	15147129
18145353	17145347	17145277	15145265
18145450	17145278	17147145	15145288
18145401	17145335	17147165	15145363
18145363	17145257	17147172	15147074
18147218	17147177	17147180	15147118
18147249	17147172	17145290	16145501
18147170	17147131	17145321	16145468
18147229	17147134	17147166	16145402
18147222	17145290	18145315	16145507
18147237	17145380	18145324	16145513
18154004	17147166	18145353	16145557
18154003	17147173	18145409	16145561
18154052	18145315	18145487	16145405
18154033	18145320	18145419	16145417
19145411	18145353	18145437	16145490
19145401	18145487	18145469	16147183
19145405	18145419	18145335	16147149
19145511	18145434	18145339	16147189
19145344	18145324	18145485	16147190
19145451	18145436	18145493	16147165
19145348	18145339	18145422	16145431
19145400	18145485	18145465	16145459
19145465	18145493	18147184	16147146
19145412	18145422	18147222	16147201
19145398	18145400	18147249	17145338
19145374	18145465	18147237	17145344
19145507	18147222	18147241	17145300
19145407	18147249	18147229	17145347
19147206	18147218	18154004	17145278
19147204	18147237	18154020	17145335
19147182	18147190	18154027	17145343
19147223	18147229	18154047	17145277
19147238	18154004	15116117	17145373
19147231	18154013	15116112	17147128
19147220	18154027	15116152	17147172
19154034	18154047	15116065	17147197
19154042	19145433	15116119	17147180
19154001	19145381	15128018	17145290
19154033	19145412	15128070	17145348
16116208	19145439	15128022	17147166
16116144	19145100	15128080	17147173
16128016	19145451	15150137	18145311
16128010	19145511	15150141	18145315
16128063	19145510	15150121	18145487
16128036	19145396	15150133	18145301
16128030	19145401	15150131	18145334
16128110	19145405	15150129	18145335
16150047	19145411	15116066	18145337
16150130	19145341	15116111	18145339
16150146	19145344	16116142	18145477
16150086	19147220	16116144	18145485
16116126	19147221	16128057	18145493
16116150	19147179	16128074	18145422
17116160	19147182	16128063	18145465
17116225	19147204	16128128	18145350
17116202	19147205	16128049	18145400
17116227	19147238	16128122	18147222
